Date2,Date3,Date1,Date,Close/Last,Volume,Open,High,Low
09/15/2022,15-09-2022,09/15/2022,2022/09/15,85.1,217557,88.91,85.9,84.75
09/16/2022,16-09-2022,09/16/2022,2022/09/16,85.11,72566,85.16,86.59,84.27
09/19/2022,19-09-2022,09/19/2022,2022/09/19,85.73,34430,85.21,86.22,82.1
09/20/2022,20-09-2022,09/20/2022,2022/09/20,84.45,17105,85.61,84.9,84
09/21/2022,21-09-2022,09/21/2022,2022/09/21,82.94,325553,84.25,84.23,82.49
09/22/2022,22-09-2022,09/22/2022,2022/09/22,83.49,287041,83.07,84.06,82.97
09/23/2022,23-09-2022,09/23/2022,2022/09/23,78.74,316160,83.54,79.45,78.04
09/26/2022,26-09-2022,09/26/2022,2022/09/26,76.71,269230,79.23,77.27,76.25
09/27/2022,27-09-2022,09/27/2022,2022/09/27,78.5,271109,76.47,79.51,77.31
09/28/2022,28-09-2022,09/28/2022,2022/09/28,82.15,310455,78.08,82.34,80
09/29/2022,29-09-2022,09/29/2022,2022/09/29,81.23,269124,81.9,82.94,80.77
09/30/2022,30-09-2022,09/30/2022,2022/09/30,79.49,237146,81.74,79.97,79.39
10-03-2022,03-10-2022,10-03-2022,2022/10/03,83.63,267875,81.02,84.56,81.34
10-04-2022,04-10-2022,10-04-2022,2022/10/04,86.52,281912,83.22,86.98,86.03
10-05-2022,05-10-2022,10-05-2022,2022/10/05,87.76,312995,86.37,88.42,85.42
10-06-2022,06-10-2022,10-06-2022,2022/10/06,88.45,216395,88.08,89.07,87.04
10-07-2022,07-10-2022,10-07-2022,2022/10/07,92.64,385917,88.93,93.31,92.15
10-10-2022,10-10-2022,10-10-2022,2022/10/10,91.13,260430,93.48,93.64,90.54
10-11-2022,11-10-2022,10-11-2022,2022/10/11,89.35,295289,91.14,91.35,87.91
10-12-2022,12-10-2022,10-12-2022,2022/10/12,87.27,303948,88.67,90.07,86.28
10/13/2022,13-10-2022,10/13/2022,2022/10/13,89.11,267171,87.08,89.66,85.56
10/14/2022,14-10-2022,10/14/2022,2022/10/14,85.61,216029,89.27,89.73,85.2
10/17/2022,17-10-2022,10/17/2022,2022/10/17,85.46,143488,85.59,87.12,84.61
10/18/2022,18-10-2022,10/18/2022,2022/10/18,82.82,83685,85.7,86.51,82.09
10/19/2022,19-10-2022,10/19/2022,2022/10/19,85.55,38236,83.69,86.2,82.59
10/20/2022,20-10-2022,10/20/2022,2022/10/20,85.98,12307,85.94,88.17,85.22
10/21/2022,21-10-2022,10/21/2022,2022/10/21,85.14,259938,85.07,85.9,83.15
10/24/2022,24-10-2022,10/24/2022,2022/10/24,84.58,238458,85.24,85.92,82.63
10/25/2022,25-10-2022,10/25/2022,2022/10/25,85.32,226337,84.88,86.03,83.06
10/26/2022,26-10-2022,10/26/2022,2022/10/26,87.91,271474,85.07,88.41,84.14
10/27/2022,27-10-2022,10/27/2022,2022/10/27,88.26,273717,88.26,89.79,87.33
10/28/2022,28-10-2022,10/28/2022,2022/10/28,87.9,241417,88.67,88.76,87.08
